AcresBurned,Counties,Latitude,Longitude,Started,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,preciptype,windgust,windspeed,winddir,pressure
10.0,Santa Cruz,37.12857,-122.12036,2018-11-16T11:01:00Z,6.0,6.0,57.3,-1.8,0.0,,,0.0,,,2.8,97.0,1017.1
166.0,Los Angeles,34.23250,-117.84611,2018-09-09T12:10:00Z,19.2,19.2,76.3,14.9,0.0,,,0.0,,,0.0,0.0,1008.7
102.0,Fresno,36.36113,-120.32685,2017-08-30T16:51:00Z,27.0,26.8,38.5,11.7,0.0,,,0.0,,,14.7,335.0,1010.6
80.0,Riverside,33.56938,-116.07896,2019-07-12T17:15:31Z,38.8,37.2,17.6,9.9,0.0,,,0.0,,,12.3,311.0,1007.3
10.0,Kern,34.87128,-118.35296,2017-05-28T10:59:00Z,12.6,12.6,68.9,7.1,0.0,,,0.0,,,8.8,322.0,1015.0
278.0,Fresno,36.88286,-119.65400,2016-05-25T01:03:00Z,24.3,24.3,29.1,5.2,0.0,,,0.0,,,16.7,281.0,1012.7
35.0,Trinity,40.00000,41.46000,2015-09-08T15:56:00Z,25.7,25.7,31.7,7.6,,,,0.0,,,3.6,100.0,
18.0,Sonoma,38.26294,-122.71998,2017-08-27T13:30:00Z,12.4,12.4,90.4,10.8,0.0,,,0.0,,,0.0,0.0,1012.7
17.0,Riverside,33.74200,-117.28189,2018-06-03T14:17:00Z,16.7,16.7,61.4,9.2,,,,0.0,,,0.9,2.0,1013.1
77.0,Santa Barbara,34.54306,-120.31806,2018-07-18T11:55:00Z,13.1,13.1,96.0,12.4,0.0,,,0.0,,,8.0,269.0,1016.1
248.0,Plumas,39.92000,-121.32000,2016-09-26T13:23:00Z,17.9,17.9,46.3,6.2,0.0,,,0.0,,,0.0,0.0,1015.8
422.0,Los Angeles,34.09454,-118.48178,2017-12-06T06:31:00Z,14.6,14.6,10.6,-16.0,0.0,,,0.0,,35.3,9.6,53.0,1021.0
35.0,Kern,35.37351,-118.84134,2017-06-09T04:53:00Z,24.2,24.2,22.0,1.1,0.0,,,0.0,,55.4,12.3,336.0,1011.8
94.0,San Luis Obispo,35.43930,-120.83580,2013-09-24T03:20:00Z,21.6,21.6,42.5,8.3,0.0,,,0.0,,,8.9,336.0,1011.8
400.0,Fresno,36.45491,-120.24450,2017-05-10T15:27:00Z,16.1,16.1,63.5,9.2,0.0,,,0.0,,,8.4,332.0,1013.8
38.0,Madera,37.24006,-119.47410,2016-07-29T17:55:00Z,30.2,28.9,29.4,10.4,0.0,,,0.0,,,5.6,83.0,1009.3
20.0,Kings,35.98300,-119.91508,2017-05-18T12:54:00Z,9.1,9.1,73.3,4.6,0.0,,,0.0,,,4.3,101.0,1014.4
1120.0,Placer,39.26861,-120.65833,2018-09-03T16:38:00Z,23.4,23.4,20.4,-0.6,0.0,,,0.0,,,7.5,350.0,1009.4
65.0,Napa,38.40958,-122.43172,2016-10-10T16:13:00Z,12.2,12.2,85.1,9.8,0.0,,,0.0,,,6.6,263.0,1014.1
10.0,Humboldt,40.88878,-124.00185,2018-11-12T17:39:00Z,11.6,11.6,39.3,-1.8,0.0,,,0.0,,,11.3,178.0,1026.4
15185.0,Lake,39.06740,-122.59848,2018-06-23T17:21:00Z,27.4,26.8,32.7,9.6,0.0,,,0.0,,,4.3,360.0,1008.9
50.0,Ventura,34.15000,-118.87944,2015-11-07T01:45:00Z,19.5,19.5,39.9,5.5,0.0,,,0.0,,,15.7,285.0,1019.0
599.0,Humboldt,41.28486,-123.82268,2016-08-22T16:03:00Z,11.7,11.7,100.0,11.7,0.0,,,0.0,,,7.6,201.0,1014.3
2490.0,Napa,38.69601,-122.44468,2018-09-08T14:29:00Z,9.6,9.6,87.5,7.6,0.0,,,0.0,,,0.0,0.0,1013.7
100.0,Tulare,36.21634,-118.82989,2018-07-27T12:14:00Z,22.7,22.7,62.1,15.0,0.0,,,0.0,,,6.2,84.0,1011.5
95.0,Kern,35.12340,-118.72905,2018-06-29T17:53:00Z,23.1,23.1,39.4,8.6,0.0,,,0.0,,31.7,16.1,322.0,1011.4
1995.0,San Diego,33.11370,-117.15990,2014-05-14T16:00:00Z,30.9,29.0,6.2,-10.5,0.0,,,0.0,,55.4,11.4,78.0,1015.5
7697.0,Modoc,41.46600,-120.32100,2017-08-03T14:00:00Z,16.6,16.6,65.9,10.2,0.0,,,0.0,,,9.2,72.0,1017.3
50.0,Kern,35.70639,-118.47307,2017-08-05T13:16:00Z,22.9,22.9,45.4,10.5,0.0,,,0.0,,,9.9,179.0,1011.5
2304.0,Nevada,39.19209,-120.88231,2015-07-25T14:37:00Z,16.1,16.1,42.7,3.4,0.0,,,0.0,,,5.7,118.0,1016.7
78.0,Tehama,40.38944,-122.13088,2017-06-04T16:22:00Z,21.0,21.0,54.4,11.5,0.0,,,0.0,,,7.6,224.0,1010.8
180.0,Shasta,40.47106,-122.43608,2017-07-18T12:39:00Z,19.4,19.4,58.3,11.0,0.0,,,0.0,,,7.6,28.0,1009.9
612.0,Madera,37.34330,-119.65810,2014-08-18T13:50:00Z,18.8,18.8,56.6,10.0,0.0,,,0.0,,,1.8,341.0,1009.6
84.0,Sacramento,38.35250,-121.12361,2019-08-02T09:23:00Z,17.9,17.9,78.4,14.1,0.0,,,0.0,,,12.8,190.0,1014.6
64.0,San Benito,36.64832,-121.03253,2018-06-04T23:17:00Z,22.7,22.7,45.2,10.2,0.0,,,0.0,,35.3,20.8,266.0,1014.8
63.0,Tehama,39.98097,-122.30737,2019-05-20T10:57:00Z,10.3,10.3,86.0,8.1,0.0,,,0.0,,,4.9,141.0,1012.6
200.0,Lake,39.44543,-122.85194,2017-09-12T14:36:00Z,18.9,18.9,70.4,13.4,0.0,,,0.0,,,0.0,0.0,1011.4
23.0,Lake,38.92890,-122.58180,2013-11-23T14:17:00Z,8.5,8.5,30.5,-7.9,0.0,,,0.0,,,4.6,61.0,1015.2
450.0,Fresno,36.61699,-120.36935,2017-06-11T17:15:00Z,16.9,16.9,42.0,3.9,0.0,,,0.0,,29.5,16.2,320.0,1013.7
16.0,Santa Clara,37.21803,-121.76828,2018-05-27T17:05:00Z,17.9,17.9,64.0,11.0,0.0,,,0.0,,,5.8,252.0,1015.9
19.0,Riverside,33.79722,-117.12454,2017-08-13T13:34:00Z,14.9,14.9,98.6,14.7,0.0,,,0.0,,,0.0,0.0,1012.5
2950.0,Kern,35.37444,-118.83556,2018-08-03T14:48:00Z,23.9,23.9,38.5,8.9,0.0,,,0.0,,,7.9,81.0,1012.1
128.0,Trinity,40.72490,-122.96174,2015-08-25T14:08:00Z,11.7,11.7,66.4,5.7,0.0,,,0.0,,,0.0,0.0,1013.8
25.0,San Diego,33.21407,-116.73472,2015-07-16T11:30:00Z,14.9,14.9,92.3,13.7,0.0,,,0.0,,,0.0,360.0,1013.1
39.0,San Benito,36.79600,-121.40604,2018-07-25T14:11:00Z,15.5,15.5,85.4,13.1,0.0,,,0.0,,,1.8,354.0,1018.9
134.0,Tulare,36.25800,-118.45900,2013-09-08T11:53:00Z,18.5,18.5,30.9,1.0,,,,0.0,,,8.5,115.0,
163.0,Tuolumne,37.80785,-120.30187,2018-06-24T13:54:00Z,19.9,19.9,58.0,11.4,0.0,,,0.0,,,7.6,330.0,1006.0
19.0,Nevada,39.06414,-121.13737,2017-10-10T12:30:00Z,12.9,12.9,42.1,0.3,0.0,,,0.0,,,9.6,71.0,1013.9
2944.0,Fresno,36.07490,-120.45204,2016-07-01T17:16:00Z,27.1,26.6,33.5,9.7,0.0,,,0.0,,48.2,7.9,237.0,1010.6
0.0,Alpine,38.57554,-120.00606,2016-08-18T12:05:00Z,8.3,8.3,68.9,3.0,0.0,,,0.0,,,1.3,20.0,1015.1
20.0,Riverside,33.90979,-117.00467,2019-08-12T10:53:10Z,14.8,14.8,84.6,12.2,0.0,,,0.0,,,0.0,0.0,1013.2
191.0,Butte,39.49174,-121.63776,2018-07-04T13:30:00Z,16.7,16.7,72.4,11.7,0.0,,,0.0,,,7.6,120.0,1011.7
144.0,Santa Clara,37.45899,-121.22093,2019-05-30T16:19:00Z,18.4,18.4,60.4,10.6,0.0,,,0.0,,,11.6,328.0,1012.1
30.0,Alameda,37.75427,-121.57382,2019-06-21T14:42:00Z,14.7,14.7,82.1,11.7,0.0,,,0.0,,,6.4,321.0,1011.5
14.0,Monterey,35.80375,-120.52508,2017-06-09T16:15:00Z,18.5,18.5,74.6,13.9,0.0,,,0.0,,,0.5,353.0,1013.9
492.0,Contra Costa,37.96866,-121.91453,2013-07-01T13:19:00Z,17.3,17.3,81.7,14.1,0.0,,,0.0,,,8.0,313.0,1007.9
43.0,Butte,39.57202,-121.43131,2018-07-19T12:00:00Z,23.4,23.4,58.6,14.8,0.0,,,0.0,,,7.6,131.0,1011.7
69438.0,Lake,38.88635,-122.47625,2015-07-29T15:29:00Z,17.6,17.6,58.6,9.4,0.0,,,0.0,,,0.0,0.0,1012.0
25.0,San Luis Obispo,35.76343,-121.04445,2017-09-23T15:40:00Z,9.4,8.9,76.5,5.5,0.0,,,0.0,,1.8,5.7,180.0,1012.8
75.0,Monterey,36.10300,-121.11700,2014-04-30T14:25:00Z,12.9,12.9,53.1,3.6,0.0,,,0.0,,,9.4,59.0,1018.6
45.0,Amador,38.52120,-120.84160,2016-09-23T13:12:00Z,10.8,10.8,50.6,0.9,0.0,,,0.0,,,14.3,45.0,1018.4
80.0,El Dorado,38.86904,-119.61865,2017-12-28T20:51:00Z,9.1,9.1,28.0,-8.5,0.0,,,0.0,,,1.8,349.0,1026.6
130.0,Mariposa,37.71030,-120.19700,2014-06-10T15:11:00Z,22.7,22.7,48.7,11.4,0.0,,,0.0,,,14.4,330.0,1004.6
0.0,Butte,39.71217,-121.77385,2018-11-29T23:30:00Z,10.9,10.9,90.2,9.3,2.3,,,0.0,,,20.1,83.0,999.8
40.0,Del Norte,41.98128,-124.01168,2017-09-12T12:45:00Z,15.5,15.5,84.8,13.0,0.0,,,0.0,,,6.8,210.0,1014.1
51624.0,Solano,38.39206,-122.24367,2017-10-08T21:52:00Z,25.8,25.8,20.9,1.8,0.0,,,0.0,,56.4,26.0,294.0,1008.8
1872.0,Siskiyou,41.86224,-122.66226,2019-09-07T08:36:32Z,18.0,18.0,46.6,6.4,0.0,,,0.0,,,0.0,0.0,1017.3
103.0,Butte,39.76243,-121.74121,2017-07-19T16:02:00Z,23.1,23.1,34.5,6.6,0.0,,,0.0,,,0.4,0.0,1015.3
215.0,Lake,39.12366,-122.50373,2016-06-26T16:00:00Z,20.5,20.5,48.7,9.3,0.0,,,0.0,,,4.6,352.0,1015.1
4347.0,Tulare,35.98400,-118.55100,2016-10-29T11:15:00Z,14.2,14.2,89.0,12.4,0.0,,,0.0,,,0.0,0.0,1016.0
13.0,El Dorado,38.67474,-121.06088,2017-07-12T13:51:00Z,20.0,20.0,38.3,5.4,0.0,,,0.0,,,9.9,139.0,1011.8
101.0,Modoc,41.50700,-121.26600,2014-08-12T15:00:00Z,12.9,12.9,72.9,8.1,0.0,,,0.0,,,0.0,0.0,1016.0
367.0,Kern,35.51778,-118.65250,2018-08-18T15:17:00Z,26.4,26.4,40.2,11.7,0.0,,,0.0,,,11.9,54.0,1016.5
3380.0,Lassen,40.59300,-120.58100,2019-08-28T19:48:14Z,32.1,30.3,24.2,9.1,,,,0.0,,,7.6,100.0,
116.0,Santa Clara,37.06367,-121.53586,2018-07-06T10:40:00Z,16.2,16.2,82.0,13.1,0.0,,,0.0,,,3.2,324.0,1019.3
260.0,Lassen,44.73400,-120.60600,2019-09-06T13:20:00Z,12.3,12.3,90.4,10.8,0.0,,,0.0,,,0.0,0.0,1017.3
10.0,Los Angeles,34.23925,-117.85182,2017-08-03T16:21:00Z,29.0,30.6,57.2,19.7,0.0,,,0.0,,,5.4,206.0,1014.3
12.0,Alameda,37.60600,-121.85300,2019-10-08T17:25:12Z,19.7,19.7,37.7,4.9,0.0,,,0.0,,,0.6,30.0,1012.1
150.0,Monterey,35.97677,-121.24898,2018-10-02T12:32:00Z,14.4,14.4,57.8,6.2,0.0,,,0.0,,,0.0,0.0,1008.9
45.0,Riverside,33.69078,-114.57265,2019-05-30T12:41:00Z,20.7,20.7,27.3,1.2,0.0,,,0.0,,,7.6,10.0,1007.3
27.0,Placer,38.75263,-121.39259,2019-06-07T12:59:00Z,11.3,11.3,77.2,7.4,0.0,,,0.0,,,6.6,158.0,1012.8
97.0,San Bernardino,33.64200,-116.70600,2013-08-24T15:09:00Z,28.2,28.1,43.2,14.6,0.0,,,0.0,,,4.7,270.0,1008.8
22.0,Calaveras,38.20176,-120.67848,2017-07-05T16:56:00Z,27.0,26.5,32.7,9.2,0.0,,,0.0,,,0.4,253.0,1015.5
372.0,Amador,38.38500,-121.00361,2016-06-28T19:02:00Z,33.8,32.1,23.4,10.1,0.0,,,0.0,,,7.4,268.0,1013.5
2500.0,Kern,35.72057,-119.62762,2019-05-07T15:47:00Z,14.6,14.6,71.0,9.4,0.0,,,0.0,,,10.1,299.0,1017.9
290.0,Calaveras,38.06130,-120.87224,2018-08-06T16:26:00Z,22.4,22.4,43.3,9.3,0.0,,,0.0,,,7.4,317.0,1015.0
20292.0,Riverside,33.86157,-116.90427,2013-08-07T14:05:00Z,19.7,19.7,54.6,10.3,0.0,,,0.0,,,2.0,310.0,1014.6
,San Diego,33.35115,-117.40372,2019-10-22T19:20:44Z,32.9,30.6,14.7,2.6,0.0,,,0.0,,,11.5,236.0,1016.8
712.0,Los Angeles,34.49149,-118.61004,2013-05-17T13:23:00Z,14.3,14.3,74.8,9.9,0.0,,,0.0,,51.8,8.9,352.0,1012.8
28.0,Butte,39.82550,-121.71270,2017-09-25T11:03:00Z,13.7,13.7,37.1,-0.7,0.0,,,0.0,,,1.6,359.0,1013.7
200.0,Contra Costa,37.99136,-121.64118,2019-10-27T08:50:23Z,14.2,14.2,48.7,3.5,0.0,,,0.0,,46.4,15.8,20.0,1006.6
79.0,Plumas,40.13278,-120.92040,2017-09-03T20:32:00Z,34.1,31.6,13.3,2.1,,,,0.0,,,7.6,110.0,
74.0,San Luis Obispo,35.59560,-120.56068,2017-09-26T16:45:00Z,14.7,14.7,42.1,1.9,0.0,,,0.0,,,0.1,3.0,1011.5
50.0,Monterey,35.96689,-121.28185,2018-02-07T15:53:00Z,8.2,7.4,59.0,0.7,0.0,,,0.0,,10.8,6.1,153.0,1023.1
77758.0,Sonoma,38.79246,-122.78005,2019-10-23T21:27:00Z,29.9,28.1,16.2,1.5,0.0,,,0.0,,,11.4,14.0,1013.8
31.0,Monterey,36.58580,-121.80377,2017-10-15T14:55:00Z,14.3,14.3,28.7,-3.7,0.0,,,0.0,,,1.1,8.0,1018.6
30.0,San Benito,36.80296,-121.40304,2016-06-03T17:39:00Z,24.5,24.5,45.0,11.8,0.0,,,0.0,,,1.4,24.0,1016.2
150.0,Orange,33.65420,-117.52210,2016-08-31T04:10:00Z,24.5,24.5,62.7,16.9,0.0,,,0.0,,,11.2,247.0,1009.0
47.0,Orange,33.57872,-117.77395,2016-06-26T13:10:00Z,17.6,17.6,87.3,15.5,0.0,,,0.0,,,0.0,0.0,1011.2
20.0,Tuolumne,37.65986,-120.31157,2017-08-01T16:33:00Z,26.9,26.4,30.3,8.0,0.0,,,0.0,,,12.1,318.0,1011.6
90288.0,Yolo,38.80583,-122.18183,2018-06-30T14:12:00Z,26.1,26.1,30.5,7.4,0.0,,,0.0,,29.9,18.4,349.0,1010.2
4100.0,San Diego,33.32370,-117.16300,2017-12-07T11:15:00Z,15.4,15.4,13.8,-12.2,0.0,,,0.0,,,14.6,24.0,1022.5
506.0,Kern,35.46050,-118.85896,2017-05-20T14:23:00Z,18.3,18.3,38.3,3.9,0.0,,,0.0,,,7.2,130.0,1013.7
400.0,San Diego,32.84796,-116.85396,2017-07-11T13:45:00Z,20.0,20.0,82.7,16.9,0.0,,,0.0,,,0.0,0.0,1012.9
11.0,Stanislaus,37.49200,-120.40103,2019-09-13T20:00:29Z,32.5,30.9,24.8,9.8,0.0,,,0.0,,,2.0,340.0,1015.0
150.0,Solano,38.41130,-122.07890,2015-07-06T10:47:00Z,17.1,17.1,78.7,13.3,0.0,,,0.0,,38.7,22.1,235.0,1013.4
67.0,Kern,35.77937,-120.19482,2015-06-15T15:46:00Z,13.9,13.9,76.3,9.8,0.0,,,0.0,,,8.9,330.0,1011.3
703.0,Mendocino,39.22431,-123.12887,2019-10-27T14:54:40Z,12.9,12.9,,,,,,0.0,,14.8,7.6,100.0,1011.4
16.0,Humboldt,41.34453,-123.85404,2018-07-15T16:14:00Z,12.2,12.2,98.8,12.0,0.0,,,0.0,,7.6,7.0,219.0,1015.7
22992.0,Fresno,37.27900,-119.31800,2013-07-22T22:15:00Z,32.1,30.3,23.5,8.7,0.0,,,0.0,,,14.7,223.0,1011.0
170.0,Tehama,39.84480,-122.36380,2015-07-04T16:33:00Z,29.2,29.4,46.0,16.4,0.0,,,0.0,,,5.6,73.0,1009.5
274.0,Madera,37.11630,-119.63500,2013-04-30T12:59:00Z,17.1,17.1,60.3,9.3,0.0,,,0.0,,,10.0,300.0,1006.3
20.0,Santa Clara,37.07793,-121.60002,2018-07-25T16:14:00Z,18.5,18.5,78.4,14.7,0.0,,,0.0,,,0.9,0.0,1018.3
56.0,Contra Costa,37.79718,-121.85311,2018-07-08T16:45:00Z,19.9,19.9,55.2,10.7,0.0,,,0.0,,,13.5,265.0,1015.3
10.0,San Diego,32.61986,-116.76473,2018-07-06T10:11:00Z,19.3,19.3,61.7,11.7,0.0,,,0.0,,,4.5,15.0,1012.6
75.0,Shasta,40.50955,-122.19923,2015-07-29T16:30:00Z,33.0,30.6,12.2,0.1,0.0,,,0.0,,,20.3,350.0,1011.8
28.0,Colusa,38.42290,-122.04370,2013-06-10T00:46:00Z,23.7,23.7,45.5,11.2,1.2,,,0.0,,35.8,25.1,213.0,1007.9
962.0,Butte,39.77124,-121.76859,2018-07-12T22:45:00Z,37.5,35.3,15.7,7.2,0.0,,,0.0,,,10.7,172.0,1011.1
281893.0,Ventura,34.41521,-119.09124,2017-12-04T18:28:00Z,18.8,18.8,15.3,-8.2,0.0,,,0.0,,54.8,34.0,63.0,1017.0
12.0,Butte,39.44257,-121.60683,2017-09-12T17:24:00Z,28.8,28.5,41.2,14.3,0.0,,,0.0,,,10.9,158.0,1012.1
10.0,Tehama,39.84771,-122.16042,2019-10-09T09:52:52.477Z,17.4,17.4,23.9,-3.5,0.0,,,0.0,,,15.4,330.0,1010.0
13153.0,Modoc,41.13360,-121.21440,2014-07-30T19:01:00Z,32.0,29.9,17.2,4.1,0.0,,,0.0,,,11.2,10.0,1016.2
668.0,Tulare,35.79012,-118.73930,2018-08-15T17:14:00Z,26.2,26.2,41.8,12.2,0.0,,,0.0,,,7.4,249.0,1013.3
135.0,Madera,37.07256,-119.69580,2015-06-21T12:08:00Z,19.6,19.6,45.7,7.6,0.0,,,0.0,,,11.7,309.0,1010.3
263.0,San Diego,32.71092,-116.74602,2013-09-09T13:09:00Z,17.1,17.1,87.5,15.1,0.0,,,0.0,,,2.8,326.0,1007.4
7000.0,Mariposa,37.53800,-119.59800,2017-08-14T14:28:00Z,13.5,13.5,66.0,7.3,0.0,,,0.0,,,5.0,335.0,1010.0
150.0,San Bernardino,34.30104,-117.45646,2017-04-30T16:03:00Z,20.9,20.9,19.5,-3.2,0.0,,,0.0,,,2.1,23.0,1018.5
46.0,Fresno,37.03087,-119.46376,2013-06-17T14:41:00Z,17.9,17.9,52.5,8.0,0.0,,,0.0,,,10.3,307.0,1016.2
120.0,San Diego,33.39684,-117.29665,2019-06-20T14:56:00Z,15.5,15.5,97.7,15.1,0.0,,,0.0,,,0.7,342.0,1014.3
5738.0,Fresno,36.07228,-120.26561,2017-04-20T15:40:00Z,12.4,12.4,72.2,7.5,0.0,,,0.0,,,17.1,320.0,1024.3
145.0,San Bernardino,34.18362,-117.27428,2019-10-24T04:53:17Z,22.5,22.5,28.1,3.1,0.0,,,0.0,,,7.3,51.0,1010.9
21.0,Santa Barbara,34.48280,-119.63216,2015-10-29T05:30:00Z,20.4,20.4,67.2,14.1,0.0,,,0.0,,,22.5,345.0,1010.9
516.0,Siskiyou,41.42384,-122.37432,2014-09-15T13:38:00Z,11.3,11.3,64.2,4.8,0.0,,,0.0,,,4.8,66.0,1014.0
194.0,Tehama,40.02261,-121.91425,2017-10-26T20:00:00Z,29.5,27.8,17.6,2.3,0.0,,,0.0,,,7.4,26.0,1012.9
163.0,El Dorado,38.63987,-121.08438,2013-07-19T14:12:00Z,19.7,19.7,46.3,7.9,0.0,,,0.0,,,8.3,111.0,1012.0
28.0,San Diego,33.00056,-116.95710,2016-07-22T14:47:00Z,20.1,20.1,44.9,7.8,0.0,,,0.0,,,0.0,0.0,1013.2
135.0,Tulare,35.85560,-118.74542,2017-06-13T17:00:00Z,19.4,19.4,51.5,9.2,0.0,,,0.0,,,7.2,226.0,1018.3
6974.0,Mono,38.34739,-119.45186,2018-09-04T14:26:00Z,3.4,3.4,59.3,-3.8,0.0,,,0.0,,,0.1,2.0,1015.6
4824.0,Los Angeles,34.31000,-118.33500,2016-11-14T05:45:00Z,20.6,20.6,29.0,1.9,0.0,,,0.0,,,5.1,276.0,1018.2
21.0,Riverside,33.86439,-117.48144,2018-04-09T18:18:00Z,31.9,29.7,8.8,-5.2,0.0,,,0.0,,27.7,10.1,119.0,1014.3
13.0,San Bernardino,34.30472,-117.31250,2017-07-04T13:15:00Z,15.5,15.5,60.4,7.8,0.0,,,0.0,,,0.8,336.0,1013.8
2143.0,San Bernardino,34.16935,-117.54737,2014-04-30T08:00:00Z,23.4,23.4,9.9,-10.1,0.0,,,0.0,,,14.0,75.0,1015.3
30.0,San Luis Obispo,35.70918,-120.31286,2019-10-11T12:30:19Z,5.9,5.9,49.2,-4.0,0.0,,,0.0,,,0.6,339.0,1015.8
580.0,Trinity,40.74120,-122.94600,2014-08-24T16:36:00Z,17.1,17.1,45.0,5.0,0.0,,,0.0,,,0.0,2.0,1010.0
29322.0,Kern,35.75060,-118.56780,2016-08-16T16:35:00Z,26.1,26.1,29.7,7.0,0.0,,,0.0,,,5.7,214.0,1012.0
2575.0,Plumas,39.75312,-120.75485,2017-09-05T18:38:00Z,27.6,26.9,31.0,9.0,0.0,,,0.0,,,11.6,186.0,1011.6
25118.0,Napa,38.81425,-122.48673,2015-08-09T15:34:00Z,15.3,15.3,82.9,12.4,0.0,,,0.0,,,1.2,347.0,1012.8
48.0,San Bernardino,33.93869,-117.70643,2014-10-16T14:34:00Z,15.0,15.0,85.8,12.6,0.0,,,0.0,,,0.0,0.0,1016.0
995.0,Shasta,40.98352,-121.81623,2017-09-12T06:58:00Z,22.5,22.5,51.1,11.9,0.0,,,0.0,,,3.4,24.0,1013.9
46.0,Calaveras,38.06231,-120.45233,2013-08-17T10:11:00Z,17.1,17.1,48.0,6.0,0.0,,,0.0,,,0.1,341.0,1012.2
13.0,San Diego,33.04898,-116.78928,2018-07-20T13:07:00Z,18.6,18.6,80.8,15.2,0.0,,,0.0,,,0.4,342.0,1012.8
146.0,Humboldt,40.10588,-124.07204,2015-08-18T18:30:00Z,15.5,15.5,89.9,13.8,,,,0.0,,,7.1,300.0,1013.8
4064.0,Madera,37.57100,-119.11800,2018-06-11T12:00:00Z,4.8,3.5,62.1,-1.9,0.0,,,0.0,,,6.0,349.0,1010.4
6258.0,Shasta,41.14100,-122.80500,2014-07-30T20:30:00Z,34.7,32.5,18.1,6.9,0.0,,,0.0,,,6.8,167.0,1017.3
52.0,San Diego,32.87833,-116.88000,2019-09-25T14:17:25Z,17.5,17.5,76.3,13.3,0.0,,,0.0,,,5.0,119.0,1009.2
0.0,Siskiyou,41.79600,-123.37400,2014-08-11T22:00:00Z,35.9,33.7,16.8,6.9,0.0,,,0.0,,,15.1,345.0,1010.6
12.0,Shasta,40.49618,-122.51597,2018-10-14T06:45:00Z,21.4,21.4,18.2,-3.8,0.0,,,0.0,,42.5,16.0,356.0,1011.0
50.0,Napa,38.63047,-122.47282,2019-06-08T14:37:00Z,15.6,15.6,46.9,4.3,0.0,,,0.0,,51.8,10.5,350.0,1015.9
1044.0,Riverside,33.98212,-117.30819,2017-08-13T16:10:00Z,21.5,21.5,78.5,17.6,0.0,,,0.0,,,0.5,340.0,1013.4
127.0,Siskiyou,41.65935,-122.48556,2018-05-09T18:11:00Z,18.5,18.5,45.7,6.5,0.0,,,0.0,,,5.4,,1018.2
42.0,Monterey,35.96275,-121.08753,2017-06-29T20:44:00Z,30.0,28.2,17.7,2.9,0.0,,,0.0,,,11.2,,1013.2
53.0,Lassen,40.33642,-120.93005,2018-09-22T14:41:00Z,5.1,5.1,56.3,-2.9,,,,0.0,,,0.0,,
370.0,Mono,38.46111,-119.48284,2017-11-13T11:28:00Z,2.1,-1.0,46.8,-8.1,0.0,,,0.0,,,10.7,65.0,1017.9
974.0,San Luis Obispo,35.63111,-120.26917,2019-07-08T16:44:08Z,14.2,14.2,79.4,10.7,0.0,,,0.0,,9.4,10.5,28.0,1016.8
91.0,Butte,39.52499,-121.64897,2017-06-06T12:43:00Z,17.8,17.8,53.9,8.4,0.0,,,0.0,,,9.3,159.0,1011.1
131.0,Lassen,40.56200,-120.54400,2019-08-24T16:33:58Z,23.1,23.1,46.8,11.1,,,,0.0,,,0.0,,
25118.0,Lake,38.81425,-122.48673,2015-08-09T15:34:00Z,15.3,15.3,82.9,12.4,0.0,,,0.0,,,1.2,347.0,1012.8
120.0,San Luis Obispo,35.31886,-120.50886,2017-09-03T16:59:00Z,28.8,28.5,41.4,14.4,0.0,,,0.0,,,4.8,72.0,1013.1
88.0,Madera,37.17917,-119.43167,2018-08-27T23:19:00Z,30.9,29.0,20.8,5.9,0.0,,,0.0,,50.0,17.7,231.0,1009.6
257314.0,Tuolumne,37.85700,-120.08600,2013-08-17T15:25:00Z,19.1,19.1,45.3,7.0,0.0,,,0.0,,,6.8,319.0,1013.7
14.0,San Diego,33.05737,-116.77154,2018-08-06T10:31:00Z,16.9,16.9,68.6,11.1,0.0,,,0.0,,,0.5,7.0,1009.4
28.0,Sonoma,38.42290,-122.04370,2013-06-10T00:46:00Z,23.7,23.7,45.5,11.2,1.2,,,0.0,,35.8,25.1,213.0,1007.9
45.0,Shasta,40.48712,-121.85645,2017-04-03T16:00:00Z,14.0,14.0,29.8,-3.4,0.0,,,0.0,,39.1,25.5,355.0,1016.7
80.0,Tehama,39.79470,-121.85700,2016-06-11T14:30:00Z,19.4,19.4,38.0,4.7,0.0,,,0.0,,,12.3,330.0,1013.7
62.0,Los Angeles,34.53765,-118.75495,2018-06-23T19:39:00Z,26.7,26.7,30.0,7.7,0.0,,,0.0,,42.5,26.5,299.0,1009.8
320.0,Santa Clara,37.44942,-121.88807,2018-07-22T13:06:00Z,17.5,17.5,81.0,14.3,0.0,,,0.0,,,6.6,96.0,1017.8
217.0,Glenn,39.51414,-122.56086,2013-05-01T19:00:00Z,26.3,26.3,10.2,-7.5,0.0,,,0.0,,51.8,24.7,31.0,1018.0
3674.0,Humboldt,41.07944,-123.68806,2018-08-16T09:18:00Z,14.0,14.0,91.8,12.7,0.0,,,0.0,,,8.7,341.0,1016.5
2295.0,Tulare,36.25700,-118.29600,2017-08-02T18:00:00Z,37.9,37.4,24.1,13.9,,,,0.0,,,11.2,340.0,1011.8
38.0,San Diego,32.78031,-117.06782,2018-06-03T16:16:00Z,20.8,20.8,61.2,13.1,0.0,,,0.0,,,8.5,324.0,1013.0
48920.0,Colusa,39.04786,-123.11971,2018-07-27T13:01:00Z,15.4,15.4,67.3,9.4,0.0,,,0.0,,20.5,0.2,357.0,1012.9
